学号,类别,名称,补充说明,获奖情况,人员次序,获得日期,结题时间,认定学分,状态,审核人,审核意见
202300072,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·第一发明人,,第一发明人,2026-03-20,,2.0,待审核,,
202300072,其他实践活动,全国大学生汽车科技夏令营,技能资格培训·中级,,,2025-07-04,,1.0,通过,李文静,材料齐全，同意认定
202300073,前沿学术报告,汽车百家讲坛,第1-5期·氢能及燃料电池汽车产业展望,,,2026-02-23,,0.25,通过,李文静,符合认定条件，通过
202300073,年度创新创业项目,国家级·核心成员,轮胎花纹与湿滑路面制动性能仿真,,核心成员,2025-11-13,2026-06-30,4.0,待审核,,
202300073,科技创新竞赛,校智能车校内选拔赛,,校级·三等奖,第三完成人,2025-10-19,,0.25,通过,李文静,佐证材料完整，予以通过
202300073,创业实践,二手车检测陪购服务工作室,入驻孵化器·团队成员,,团队成员,2026-08-19,,2.0,通过,李文静,材料齐全，同意认定
202300073,学术论文,基于多目标优化的车身结构轻量化设计,核心期刊·第二作者,,第二作者,2026-06-16,,2.0,通过,李文静,佐证材料完整，予以通过
202300073,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·第一发明人,,第一发明人,2025-01-20,,2.0,通过,李文静,材料齐全，同意认定
202300073,其他实践活动,汽车工程学院企业行,技能资格培训·中级,,,2026-01-21,,1.0,通过,李文静,佐证材料完整，予以通过
202300074,前沿学术报告,信息科学论坛,第1-5期·车载总线与嵌入式系统开发,,,2025-04-09,,0.25,通过,李文静,材料齐全，同意认定
202300074,年度创新创业项目,省级·核心成员,车载OBD数据采集与驾驶行为分析,,核心成员,2025-03-06,2026-06-30,3.0,待审核,,
202300074,科技创新竞赛,中国国际大学生创新大赛,,国家级·一等奖,负责人,2024-12-27,,6.0,通过,李文静,材料齐全，同意认定
202300074,创业实践,大学生汽车文创工作室,创业训练计划·负责人,,负责人,2025-11-10,,3.0,通过,李文静,材料齐全，同意认定
202300074,学术论文,基于深度学习的路面裂缝检测方法研究,国际/国内会议·其他作者,,其他作者,2025-02-05,,1.0,通过,李文静,材料齐全，同意认定
202300074,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·其他发明人,,其他发明人,2025-10-26,,1.0,待审核,,
202300074,其他实践活动,智能驾驶技术专题培训,学科冬夏令营·国家级,,,2026-01-28,,2.0,通过,李文静,材料齐全，同意认定
202300075,前沿学术报告,汽车百家讲坛,第6-10期·车载总线与嵌入式系统开发,,,2025-04-09,,0.25,通过,李文静,符合认定条件，通过
202300075,年度创新创业项目,国家级·核心成员,基于深度学习的交通标志识别系统,,核心成员,2025-03-24,2026-06-30,4.0,通过,李文静,材料齐全，同意认定
202300075,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·二等奖,第二完成人,2025-02-11,,2.8,通过,李文静,符合认定条件，通过
202300075,创业实践,智能驾培服务平台,入驻孵化器·团队成员,,团队成员,2025-08-07,,2.0,待院长审批,李文静,初审通过，转院长审批
202300075,学术论文,基于YOLO的车距保持辅助算法研究,国际/国内会议·其他作者,,其他作者,2026-08-07,,1.0,待院长审批,李文静,初审通过，转院长审批
202300075,申请专利,一种基于视觉的后视镜盲区监测装置,外观设计专利·其他发明人,,其他发明人,2025-10-22,,1.0,通过,李文静,佐证材料完整，予以通过
202300075,其他实践活动,暑期高校科学营活动,学术交流访问·出境交流,,,2024-01-24,,2.0,通过,李文静,符合认定条件，通过
202300076,前沿学术报告,汽车百家讲坛,第6-10期·新能源汽车动力总成发展趋势,,,2026-01-13,,0.25,通过,李文静,佐证材料完整，予以通过
202300076,年度创新创业项目,院级·一般成员,基于机器视觉的行人过街检测系统,,一般成员,2025-12-24,2026-06-30,0.5,通过,李文静,材料齐全，同意认定
202300076,科技创新竞赛,全国大学生机械创新设计大赛,,国家级·二等奖,第二完成人,2024-10-09,,2.8,通过,李文静,佐证材料完整，予以通过
202300076,创业实践,新能源汽车科普工作室,创业训练计划·团队成员,,团队成员,2026-03-15,,1.5,公示中,李文静,符合认定条件，通过
202300076,学术论文,低温环境下锂电池充放电特性研究,国际/国内会议·第一作者,,第一作者,2025-08-27,,3.0,公示中,李文静,材料齐全，同意认定
202300076,申请专利,一种多功能汽车后备箱收纳架,发明专利·第一发明人,,第一发明人,2025-06-06,,6.0,通过,李文静,符合认定条件，通过
202300076,其他实践活动,汽车工程学院企业行,学术交流访问·出境交流,,,2024-06-23,,2.0,通过,李文静,符合认定条件，通过
202300077,前沿学术报告,汽车百家讲坛,第11期以后·智能制造与数字化工厂实践,,,2025-05-28,,0.25,通过,李文静,材料齐全，同意认定
202300077,年度创新创业项目,省级·负责人,基于深度学习的交通标志识别系统,,负责人,2024-07-22,2026-06-30,4.0,公示中,李文静,符合认定条件，通过
202300077,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·二等奖,第一完成人,2025-04-17,,2.0,通过,李文静,符合认定条件，通过
202300077,创业实践,大学生汽车文创工作室,注册成立公司·法人代表,,法人代表,2026-04-10,,6.0,通过,李文静,材料齐全，同意认定
202300077,学术论文,电动汽车无线充电耦合机构优化设计,普通期刊·其他作者,,其他作者,2025-12-08,,0.5,通过,李文静,符合认定条件，通过
202300077,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-04-13,,3.0,通过,李文静,佐证材料完整，予以通过
202300077,其他实践活动,汽车工程学院企业行,学科冬夏令营·国家级,,,2025-07-21,,2.0,通过,李文静,佐证材料完整，予以通过
202300078,前沿学术报告,汽车百家讲坛,第6-10期·汽车空气动力学优化设计,,,2024-10-01,,0.25,待审核,,
202300078,年度创新创业项目,省级·负责人,车载OBD数据采集与驾驶行为分析,,负责人,2024-08-16,2026-06-30,4.0,待审核,,
202300078,科技创新竞赛,中国国际大学生创新大赛,,国家级·二等奖,第一完成人,2024-05-16,,4.0,通过,李文静,佐证材料完整，予以通过
202300078,创业实践,校内共享打印服务站,创业训练计划·团队成员,,团队成员,2025-11-18,,1.5,通过,李文静,佐证材料完整，予以通过
202300078,学术论文,燃料电池汽车氢气循环系统特性分析,普通期刊·其他作者,,其他作者,2026-04-12,,0.5,通过,李文静,符合认定条件，通过
202300078,申请专利,一种新能源汽车充电枪锁止机构,发明专利·其他发明人,,其他发明人,2026-07-14,,3.0,通过,李文静,符合认定条件，通过
202300078,其他实践活动,暑期高校科学营活动,学科冬夏令营·省级,,,2025-01-01,,1.0,待审核,,
202300079,前沿学术报告,名家学术讲座,单场·汽车空气动力学优化设计,,,2026-01-05,,0.5,待审核,,
202300079,年度创新创业项目,省级·负责人,氢燃料电池汽车散热性能仿真分析,,负责人,2025-08-22,2026-06-30,4.0,通过,李文静,材料齐全，同意认定
202300079,科技创新竞赛,中国国际大学生创新大赛,,国家级·一等奖,第一完成人,2024-12-07,,6.0,待院长审批,李文静,初审通过，转院长审批
202300079,创业实践,校内共享打印服务站,入驻孵化器·团队成员,,团队成员,2025-10-27,,2.0,通过,李文静,佐证材料完整，予以通过
202300079,学术论文,低温环境下锂电池充放电特性研究,核心期刊·第一作者,,第一作者,2026-04-01,,4.0,通过,李文静,材料齐全，同意认定
202300079,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·第一发明人,,第一发明人,2026-04-02,,2.0,通过,李文静,材料齐全，同意认定
202300079,其他实践活动,全国大学生汽车科技夏令营,学术交流访问·境内交流,,,2026-04-13,,1.0,通过,李文静,材料齐全，同意认定
202300080,前沿学术报告,名家学术讲座,单场·无人驾驶环境感知技术进展,,,2026-06-08,,0.5,通过,李文静,材料齐全，同意认定
202300080,年度创新创业项目,省级·一般成员,汽车内饰件轻量化设计,,一般成员,2024-03-03,2026-06-30,1.5,通过,李文静,材料齐全，同意认定
202300080,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·三等奖,第三完成人,2025-04-04,,1.0,通过,李文静,佐证材料完整，予以通过
202300080,创业实践,校园二手书流转平台,入驻孵化器·负责人,,负责人,2025-06-06,,4.0,公示中,李文静,佐证材料完整，予以通过
202300080,学术论文,电动汽车无线充电耦合机构优化设计,核心期刊·第二作者,,第二作者,2026-01-22,,2.0,通过,李文静,符合认定条件，通过
202300080,申请专利,一种多功能汽车后备箱收纳架,外观设计专利·第一发明人,,第一发明人,2025-01-21,,2.0,通过,李文静,佐证材料完整，予以通过
202300080,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·境内交流,,,2026-07-09,,1.0,通过,李文静,材料齐全，同意认定
202300081,前沿学术报告,汽车百家讲坛,第11期以后·汽车空气动力学优化设计,,,2026-05-20,,0.25,通过,李文静,佐证材料完整，予以通过
202300081,年度创新创业项目,校级·一般成员,二手车价格预测模型构建,,一般成员,2024-10-23,2026-06-30,1.0,通过,李文静,符合认定条件，通过
202300081,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,国家级·二等奖,负责人,2026-04-15,,4.0,待审核,,
202300081,创业实践,智能驾培服务平台,入驻孵化器·团队成员,,团队成员,2026-08-12,,2.0,待院长审批,李文静,初审通过，转院长审批
202300081,学术论文,基于深度学习的路面裂缝检测方法研究,普通期刊·第二作者,,第二作者,2025-05-04,,1.0,通过,李文静,佐证材料完整，予以通过
202300081,申请专利,一种可调节角度的车载平板支架,实用新型专利·其他发明人,,其他发明人,2025-11-24,,1.5,待审核,,
202300081,其他实践活动,智能驾驶技术专题培训,技能资格培训·中级,,,2024-07-18,,1.0,公示中,李文静,材料齐全，同意认定
202300082,前沿学术报告,名家学术讲座,单场·汽车芯片与域控制器架构,,,2026-07-26,,0.5,通过,李文静,佐证材料完整，予以通过
202300082,年度创新创业项目,院级·一般成员,新能源汽车电池热管理优化研究,,一般成员,2025-07-11,2026-06-30,0.5,通过,李文静,符合认定条件，通过
202300082,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·一等奖,负责人,2026-04-25,,3.0,通过,李文静,材料齐全，同意认定
202300082,创业实践,智能驾培服务平台,注册成立公司·团队成员,,团队成员,2026-03-15,,2.0,通过,李文静,符合认定条件，通过
202300082,学术论文,混合动力汽车能量管理策略仿真,国际/国内会议·第一作者,,第一作者,2025-02-01,,3.0,通过,李文静,佐证材料完整，予以通过
202300082,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2025-09-20,,3.0,通过,李文静,材料齐全，同意认定
202300082,其他实践活动,智能驾驶技术专题培训,学科冬夏令营·校级,,,2025-05-22,,0.5,通过,李文静,符合认定条件，通过
202300083,前沿学术报告,信息科学论坛,第1-5期·智能制造与数字化工厂实践,,,2026-04-24,,0.25,待审核,,
202300083,年度创新创业项目,省级·核心成员,车载OBD数据采集与驾驶行为分析,,核心成员,2024-03-16,2026-06-30,3.0,公示中,李文静,佐证材料完整，予以通过
202300083,科技创新竞赛,全国大学生机械创新设计大赛,,省级·三等奖,第三完成人,2024-01-28,,0.5,通过,李文静,符合认定条件，通过
202300083,创业实践,二手车检测陪购服务工作室,入驻孵化器·负责人,,负责人,2025-11-04,,4.0,通过,李文静,符合认定条件，通过
202300083,学术论文,燃料电池汽车氢气循环系统特性分析,普通期刊·第二作者,,第二作者,2026-01-18,,1.0,通过,李文静,佐证材料完整，予以通过
202300083,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·第一发明人,,第一发明人,2026-02-10,,2.0,通过,李文静,符合认定条件，通过
202300083,其他实践活动,汽车工程学院企业行,技能资格培训·中级,,,2026-04-21,,1.0,通过,李文静,材料齐全，同意认定
202300084,前沿学术报告,汽车百家讲坛,第11期以后·新能源汽车动力总成发展趋势,,,2024-05-13,,0.25,通过,李文静,符合认定条件，通过
202300084,年度创新创业项目,校级·负责人,轮胎花纹与湿滑路面制动性能仿真,,负责人,2024-01-20,2026-06-30,2.0,通过,李文静,符合认定条件，通过
